protein,go_term
P05106,GO:0035868
P05106,GO:0036119
P05106,GO:0038027
P05106,GO:0042060
P05106,GO:0042470
P05106,GO:0042802
P05106,GO:0043184
P05106,GO:0043235
P05106,GO:0043277
P05106,GO:0045124
P05106,GO:0045202
P05106,GO:0045211
P05106,GO:0045766
P05106,GO:0045780
P05106,GO:0046718
P05106,GO:0046872
P05106,GO:0048333
P05106,GO:0048661
P05106,GO:0050748
P05106,GO:0050839
P05106,GO:0050840
P05106,GO:0050919
P05106,GO:0051279
P05106,GO:0051611
P05106,GO:0060055
P05106,GO:0070051
P05106,GO:0070062
P05106,GO:0070374
P05106,GO:0070442
P05106,GO:0070527
P05106,GO:0071062
P05106,GO:0071133
P05106,GO:0071260
P05106,GO:0071466
P05106,GO:0072126
P05106,GO:0098690
P05106,GO:0098880
P05106,GO:0098978
P05106,GO:0099149
P05106,GO:0150054
P05106,GO:1900731
P05106,GO:1900748
P05106,GO:1990314
P05106,GO:2000352
P05106,GO:2000406
P08253,GO:0001525
P08253,GO:0001541
P08253,GO:0001542
P08253,GO:0001553
P08253,GO:0001666
P08253,GO:0001968
P08253,GO:0004175
P08253,GO:0004222
P08253,GO:0004252
P08253,GO:0005576
P08253,GO:0005615
P08253,GO:0005634
P08253,GO:0005739
P08253,GO:0005886
P08253,GO:0006508
P08253,GO:0007162
P08253,GO:0007507
P08253,GO:0007567
P08253,GO:0008237
P08253,GO:0008270
P08253,GO:0009410
P08253,GO:0009612
P08253,GO:0014012
P08253,GO:0014823
P08253,GO:0016477
P08253,GO:0022617
P08253,GO:0030017
P08253,GO:0030163
P08253,GO:0030198
P08253,GO:0030335
P08253,GO:0030574
P08253,GO:0031012
P08253,GO:0032526
P08253,GO:0035094
P08253,GO:0035987
P08253,GO:0042542
P08253,GO:0043627
P08253,GO:0045906
P08253,GO:0048013
P08253,GO:0048246
P08253,GO:0048771
P08253,GO:0051602
P08253,GO:0055093
P08253,GO:0060740
P08253,GO:0061450
P08253,GO:0071347
P08253,GO:0071392
P08253,GO:0071492
P08253,GO:0071498
P08253,GO:1903378
P08253,GO:1904645
P08253,GO:1904707
P06401,GO:0000785
P06401,GO:0000978
P06401,GO:0000981
P06401,GO:0001223
P06401,GO:0001228
P06401,GO:0003677
P06401,GO:0003707
P06401,GO:0004879
P06401,GO:0005102
P06401,GO:0005496
P06401,GO:0005634
P06401,GO:0005654
P06401,GO:0005741
P06401,GO:0005829
P06401,GO:0005886
P06401,GO:0006351
P06401,GO:0006355
P06401,GO:0006357
P06401,GO:0007165
P06401,GO:0007267
P06401,GO:0008270
P06401,GO:0010628
P06401,GO:0010629
P06401,GO:0019899
P06401,GO:0030518
P06401,GO:0034056
P06401,GO:0042326
P06401,GO:0042802
P06401,GO:0045944
P06401,GO:0050847
P06401,GO:0051117
P06401,GO:0051457
P00533,GO:0000139
P00533,GO:0001503
P00533,GO:0001618
P00533,GO:0001934
P00533,GO:0003682
P00533,GO:0003690
P00533,GO:0004709
P00533,GO:0004713
P00533,GO:0004714
P00533,GO:0004888
P00533,GO:0005006
P00533,GO:0005524
P00533,GO:0005615
P00533,GO:0005634
P00533,GO:0005737
P00533,GO:0005768
P00533,GO:0005789
P00533,GO:0005794
P00533,GO:0005886
P00533,GO:0005925
P00533,GO:0007165
P00533,GO:0007166
P00533,GO:0007173
P00533,GO:0007611
P00533,GO:0008284
P00533,GO:0009925
P00533,GO:0009986
P00533,GO:0010008
P00533,GO:0016020
P00533,GO:0016323
P00533,GO:0019899
P00533,GO:0019900
P00533,GO:0019903
P00533,GO:0030054
P00533,GO:0030182
P00533,GO:0030296
P00533,GO:0030307
P00533,GO:0030335
P00533,GO:0030669
P00533,GO:0031625
P00533,GO:0031901
P00533,GO:0031965
P00533,GO:0032587
P00533,GO:0032991
P00533,GO:0033138
P00533,GO:0038134
P00533,GO:0042059
P00533,GO:0042177
P00533,GO:0042327
P00533,GO:0042802
P00533,GO:0043066
P00533,GO:0043235
P00533,GO:0043410
P00533,GO:0043491
P00533,GO:0045121
P00533,GO:0045296
P00533,GO:0045739
P00533,GO:0045740
P00533,GO:0045944
P00533,GO:0048146
P00533,GO:0048408
P00533,GO:0048471
P00533,GO:0050679
P00533,GO:0050730
P00533,GO:0051015
P00533,GO:0051117
P00533,GO:0051205
P00533,GO:0051897
P00533,GO:0070141
P00533,GO:0070374
P00533,GO:0070435
P00533,GO:0071230
P00533,GO:0071364
P00533,GO:0071392
P00533,GO:0090037
P00533,GO:0090263
P00533,GO:0097489
P00533,GO:0097708
P00533,GO:0098609
P00533,GO:1900087
P00533,GO:1902895
P00533,GO:1903078
P00533,GO:1905208
P03372,GO:0000122
P03372,GO:0000785
P03372,GO:0000791
P03372,GO:0000978
P03372,GO:0000981
P03372,GO:0001093
P03372,GO:0001221
P03372,GO:0001222
P03372,GO:0001223
P03372,GO:0001228
P03372,GO:0003682
P03372,GO:0003700
P03372,GO:0004879
P03372,GO:0005496
P03372,GO:0005516
P03372,GO:0005634
P03372,GO:0005654
P03372,GO:0005737
P03372,GO:0005794
P03372,GO:0005829
P03372,GO:0005886
P03372,GO:0006338
P03372,GO:0006355
P03372,GO:0006357
P03372,GO:0007165
P03372,GO:0007200
P03372,GO:0007204
P03372,GO:0008013
P03372,GO:0008270
P03372,GO:0010629
P03372,GO:0016020
P03372,GO:0017025
P03372,GO:0019899
P03372,GO:0019901
P03372,GO:0030235
P03372,GO:0030284
P03372,GO:0030331
P03372,GO:0030518
P03372,GO:0030520
P03372,GO:0032355
P03372,GO:0032991
P03372,GO:0034056
P03372,GO:0034392
P03372,GO:0042802
P03372,GO:0043124
P03372,GO:0043401
P03372,GO:0043627
P03372,GO:0045429
P03372,GO:0045893
P03372,GO:0045944
P03372,GO:0048863
P03372,GO:0051000
P03372,GO:0051117
P03372,GO:0051123
P03372,GO:0071168
P03372,GO:0071391
P03372,GO:0071392
P03372,GO:0071889
P03372,GO:1902894
P03372,GO:1990837
P04035,GO:0004420
P04035,GO:0005778
P04035,GO:0005783
P04035,GO:0005789
P04035,GO:0006695
P04035,GO:0008299
P04035,GO:0010142
P04035,GO:0015936
P04035,GO:0016126
P04035,GO:0019287
P04035,GO:0030695
P04035,GO:0033386
P04035,GO:0033489
P04035,GO:0033490
P04035,GO:0036197
P04035,GO:0042177
P04035,GO:0050709
P04035,GO:0070402
P04035,GO:0098554
P04035,GO:0120225
P04035,GO:1900222
P06133,GO:0005789
P06133,GO:0006805
P06133,GO:0008210
P06133,GO:0015020
P04637,GO:0000122
P04637,GO:0000785
P04637,GO:0000976
P04637,GO:0000978
P04637,GO:0000981
P04637,GO:0000987
P04637,GO:0001046
P04637,GO:0001094
P04637,GO:0001223
P04637,GO:0001227
P04637,GO:0001228
P04637,GO:0002020
P04637,GO:0002039
P04637,GO:0002244
P04637,GO:0003677
P04637,GO:0003682
P04637,GO:0003700
P04637,GO:0003730
P04637,GO:0005507
P04637,GO:0005634
P04637,GO:0005654
P04637,GO:0005667
P04637,GO:0005730
P04637,GO:0005737
P04637,GO:0005739
P04637,GO:0005759
P04637,GO:0005783
P04637,GO:0005813
P04637,GO:0005829
P04637,GO:0006289
P04637,GO:0006355
P04637,GO:0006357
P04637,GO:0006914
P04637,GO:0006974
P04637,GO:0006983
P04637,GO:0007265
P04637,GO:0008104
P04637,GO:0008270
P04637,GO:0008285
P04637,GO:0008340
P04637,GO:0009299
P04637,GO:0010332
P04637,GO:0010628
P04637,GO:0016032
P04637,GO:0016363
P04637,GO:0016605
P04637,GO:0019899
P04637,GO:0030308
P04637,GO:0030330
P04637,GO:0030971
P04637,GO:0031571
P04637,GO:0031625
P04637,GO:0032211
P04637,GO:0032991
P04637,GO:0033209
P04637,GO:0034644
P04637,GO:0036310
P04637,GO:0042149
P04637,GO:0042771
P04637,GO:0042802
P04637,GO:0042826
P04637,GO:0042981
P04637,GO:0043065
P04637,GO:0043066
P04637,GO:0043153
P04637,GO:0045815
P04637,GO:0045892
P04637,GO:0045893
P04637,GO:0045899
P04637,GO:0045944
P04637,GO:0046677
P04637,GO:0046982
P04637,GO:0048147
P04637,GO:0048512
P04637,GO:0048539
P04637,GO:0051087
P04637,GO:0051097
P04637,GO:0051262
P04637,GO:0051721
P04637,GO:0051726
P04637,GO:0060218
P04637,GO:0060333
P04637,GO:0061629
P04637,GO:0062100
P04637,GO:0065003
P04637,GO:0070059
P04637,GO:0070245
P04637,GO:0071456
P04637,GO:0071466
P04637,GO:0071479
P04637,GO:0071480
P04637,GO:0071889
P04637,GO:0072331
P04637,GO:0072332
P04637,GO:0072717
P04637,GO:0090200
P04637,GO:0090398
P04637,GO:0090399
P04637,GO:0090403
P04637,GO:0097193
P04637,GO:0097252
P04637,GO:0097371
P04637,GO:0097718
P04637,GO:0140296
P04637,GO:0140677
P04637,GO:0140693
P04637,GO:1900119
P04637,GO:1902749
P04637,GO:1902895
P04637,GO:1903451
P04637,GO:1905856
P04637,GO:1990841
P04637,GO:2000379
P04637,GO:2000774
P04637,GO:2001244
P04150,GO:0000122
P04150,GO:0000785
P04150,GO:0000977
P04150,GO:0000978
P04150,GO:0000981
P04150,GO:0001046
P04150,GO:0001227
P04150,GO:0001228
P04150,GO:0003700
P04150,GO:0003723
P04150,GO:0004879
P04150,GO:0004883
P04150,GO:0005496
P04150,GO:0005634
P04150,GO:0005654
P04150,GO:0005737
P04150,GO:0005739
P04150,GO:0005759
P04150,GO:0005813
P04150,GO:0005819
P04150,GO:0005829
P04150,GO:0006325
P04150,GO:0006351
P04150,GO:0006355
P04150,GO:0006357
P04150,GO:0006915
P04150,GO:0007059
P04150,GO:0007165
P04150,GO:0008270
P04150,GO:0014004
P04150,GO:0016020
P04150,GO:0016607
P04150,GO:0017025
P04150,GO:0019901
P04150,GO:0030518
P04150,GO:0032991
P04150,GO:0034056
P04150,GO:0035249
P04150,GO:0042802
P04150,GO:0045202
P04150,GO:0045892
P04150,GO:0045944
P04150,GO:0048708
P04150,GO:0051301
P04150,GO:0051879
P04150,GO:0061744
P04150,GO:0071383
P04150,GO:0071385
P04150,GO:0071549
P04150,GO:0071560
P04150,GO:0150076
P04150,GO:1902895
P04150,GO:1990239
P04150,GO:1990837
P04150,GO:1990841
O43497,GO:0003163
O43497,GO:0005245
O43497,GO:0005737
O43497,GO:0005886
O43497,GO:0005891
O43497,GO:0008331
O43497,GO:0008332
O43497,GO:0042391
O43497,GO:0070509
O43497,GO:0070588
O43497,GO:0086002
O43497,GO:0086015
O43497,GO:0086016
O43497,GO:0086018
O43497,GO:0086027
O43497,GO:0086045
O43497,GO:0086046
O43497,GO:0086056
O43497,GO:0086059
O43497,GO:0086091
O43497,GO:0097110
O43497,GO:0098703
P08620,GO:0005104
P08620,GO:0005576
P08620,GO:0005615
P08620,GO:0005737
P08620,GO:0007165
P08620,GO:0007267
P08620,GO:0008083
P08620,GO:0008201
P08620,GO:0008284
P08620,GO:0008543
P08620,GO:0010463
P08620,GO:0022008
P08620,GO:0030334
P08620,GO:0043410
P08620,GO:0051781
P08620,GO:0060591
P08620,GO:0070374
P08620,GO:2000544
P09038,GO:0001658
P09038,GO:0001938
P09038,GO:0002042
P09038,GO:0005104
P09038,GO:0005125
P09038,GO:0005178
P09038,GO:0005576
P09038,GO:0005615
P09038,GO:0005634
P09038,GO:0005654
P09038,GO:0005737
P09038,GO:0006935
P09038,GO:0007165
P09038,GO:0007265
P09038,GO:0007399
P09038,GO:0008083
P09038,GO:0008201
P09038,GO:0008284
P09038,GO:0008543
P09038,GO:0009792
P09038,GO:0009887
P09038,GO:0010595
P09038,GO:0010629
P09038,GO:0010764
P09038,GO:0014843
P09038,GO:0016604
P09038,GO:0019956
P09038,GO:0022008
P09038,GO:0030214
P09038,GO:0030334
P09038,GO:0038001
P09038,GO:0040037
P09038,GO:0042056
P09038,GO:0042060
P09038,GO:0042660
P09038,GO:0042802
P09038,GO:0043406
P09038,GO:0043410
P09038,GO:0043536
P09038,GO:0043537
P09038,GO:0045765
P09038,GO:0045766
P09038,GO:0045944
P09038,GO:0048149
P09038,GO:0048598
P09038,GO:0048864
P09038,GO:0051209
P09038,GO:0051781
P09038,GO:0051897
P09038,GO:0060045
P09038,GO:0060591
P09038,GO:0060978
P09038,GO:0061045
P09038,GO:0062072
P09038,GO:0070374
P09038,GO:0071260
P09038,GO:0072089
P09038,GO:0090049
P09038,GO:0090050
P09038,GO:0090722
P09038,GO:1902748
P09038,GO:1902895
P09038,GO:1903377
P09038,GO:1903587
P09038,GO:1903672
P09038,GO:1904567
P09038,GO:1904707
P09038,GO:1905278
P09038,GO:1905555
P09038,GO:1905564
P09038,GO:2000544
P09038,GO:2000546
P09038,GO:2000573
P09038,GO:2001028
P10632,GO:0002933
P10632,GO:0004497
P10632,GO:0005506
P10632,GO:0005737
P10632,GO:0005789
P10632,GO:0006082
P10632,GO:0006805
P10632,GO:0008202
P10632,GO:0008210
P10632,GO:0008392
P10632,GO:0008401
P10632,GO:0016712
P10632,GO:0019373
P10632,GO:0020037
P10632,GO:0034875
P10632,GO:0042178
P10632,GO:0042572
P10632,GO:0042573
P10632,GO:0042759
P10632,GO:0046456
P10632,GO:0070989
P10632,GO:0097267
P10632,GO:0101020
P12004,GO:0000307
P12004,GO:0000701
P12004,GO:0000781
P12004,GO:0000785
P12004,GO:0003682
P12004,GO:0003684
P12004,GO:0005634
P12004,GO:0005652
P12004,GO:0005654
P12004,GO:0005657
P12004,GO:0005813
P12004,GO:0006272
P12004,GO:0006298
P12004,GO:0006325
P12004,GO:0007507
P12004,GO:0019899
P12004,GO:0019985
P12004,GO:0030331
P12004,GO:0030337
P12004,GO:0030855
P12004,GO:0030894
P12004,GO:0030971
P12004,GO:0031297
P12004,GO:0032139
P12004,GO:0032355
P12004,GO:0032405
P12004,GO:0034644
P12004,GO:0035035
P12004,GO:0042802
P12004,GO:0043596
P12004,GO:0043626
P12004,GO:0044849
P12004,GO:0044877
P12004,GO:0045739
P12004,GO:0045740
P12004,GO:0046686
P12004,GO:0070062
P12004,GO:0070182
P12004,GO:0070301
P12004,GO:0070557
P12004,GO:0071548
P12004,GO:0097421
P12004,GO:0140861
P12004,GO:1902065
P12004,GO:1902969
P12004,GO:1902990
P17405,GO:0001778
P17405,GO:0004767
P17405,GO:0005615
P17405,GO:0005764
P17405,GO:0005768
P17405,GO:0005811
P17405,GO:0005886
P17405,GO:0006684
P17405,GO:0006685
P17405,GO:0007165
P17405,GO:0007399
P17405,GO:0008270
P17405,GO:0009410
P17405,GO:0009615
P17405,GO:0010212
P17405,GO:0016798
P17405,GO:0023021
P17405,GO:0034340
P17405,GO:0034480
P17405,GO:0034612
P17405,GO:0034644
P17405,GO:0036019
P17405,GO:0042060
P17405,GO:0042220
P17405,GO:0042599
P17405,GO:0043065
P17405,GO:0043202
P17405,GO:0043409
P17405,GO:0045807
P17405,GO:0046479
P17405,GO:0046513
P17405,GO:0046598
P17405,GO:0046718
P17405,GO:0061750
P17405,GO:0070062
P17405,GO:0070555
P17405,GO:0071277
P19099,GO:0002017
P19099,GO:0003091
P19099,GO:0004507
P19099,GO:0005506
P19099,GO:0005739
P19099,GO:0005743
P19099,GO:0006700
P19099,GO:0006704
P19099,GO:0006705
P19099,GO:0008203
P19099,GO:0008395
P19099,GO:0016125
P19099,GO:0020037
P19099,GO:0032342
P19099,GO:0032870
P19099,GO:0034650
P19099,GO:0034651
P19099,GO:0035865
P19099,GO:0047783
P19099,GO:0055075
P19099,GO:0055078
P19099,GO:0071375
P20815,GO:0002933
P20815,GO:0004497
P20815,GO:0005506
P20815,GO:0005789
P20815,GO:0006805
P20815,GO:0008202
P20815,GO:0008210
P20815,GO:0008401
P20815,GO:0009822
P20815,GO:0016491
P20815,GO:0019825
P20815,GO:0020037
P20815,GO:0042178
P20815,GO:0042572
P20815,GO:0042573
P20815,GO:0043231
P20815,GO:0046222
P20815,GO:0050649
P20815,GO:0070989
P20815,GO:0101020
P20815,GO:0101021
P08908,GO:0001586
P08908,GO:0001662
P08908,GO:0004993
P08908,GO:0005886
P08908,GO:0007186
P08908,GO:0007187
P08908,GO:0007198
P08908,GO:0007210
P08908,GO:0007268
P08908,GO:0008284
P08908,GO:0014062
P08908,GO:0019229
P08908,GO:0030425
P08908,GO:0030594
P08908,GO:0035640
P08908,GO:0042053
P08908,GO:0042428
P08908,GO:0045202
P08908,GO:0046883
P08908,GO:0050795
P08908,GO:0051378
P08908,GO:0090722
P08908,GO:0099589
P10253,GO:0000023
P10253,GO:0002086
P10253,GO:0004558
P10253,GO:0005764
P10253,GO:0005765
P10253,GO:0005886
P10253,GO:0005980
P10253,GO:0005985
P10253,GO:0006006
P10253,GO:0007040
P10253,GO:0016020
P10253,GO:0030246
P10253,GO:0035577
P10253,GO:0043202
P10253,GO:0043896
P10253,GO:0061723
P10253,GO:0070062
P10253,GO:0070821
P10253,GO:0090599
P10253,GO:0101003
P10253,GO:0120282
P18089,GO:0003056
P18089,GO:0004938
P18089,GO:0005886
P18089,GO:0007173
P18089,GO:0007186
P18089,GO:0007193
P18089,GO:0007267
P18089,GO:0007565
P18089,GO:0009986
P18089,GO:0010700
P18089,GO:0030168
P18089,GO:0032811
P18089,GO:0043410
P18089,GO:0045666
P18089,GO:0045777
P18089,GO:0051379
P18089,GO:0051897
P18089,GO:0070474
P18089,GO:0071875
P18089,GO:0071881
P21397,GO:0005739
P21397,GO:0005741
P21397,GO:0006576
P21397,GO:0008131
P21397,GO:0019607
P21397,GO:0042420
P21397,GO:0042428
P21397,GO:0042429
P21397,GO:0097621
P08684,GO:0002933
P08684,GO:0004497
P08684,GO:0005496
P08684,GO:0005506
P08684,GO:0005737
P08684,GO:0005789
P08684,GO:0006629
P08684,GO:0006706
P08684,GO:0006805
P08684,GO:0008202
P08684,GO:0008203
P08684,GO:0008209
P08684,GO:0008210
P08684,GO:0008395
P08684,GO:0008401
P08684,GO:0009822
P08684,GO:0016098
P08684,GO:0016491
P08684,GO:0019825
P08684,GO:0019899
P08684,GO:0020037
P08684,GO:0030343
P08684,GO:0034875
P08684,GO:0042178
P08684,GO:0042359
P08684,GO:0042369
P08684,GO:0042572
P08684,GO:0042573
P08684,GO:0042759
P08684,GO:0043231
P08684,GO:0046222
P08684,GO:0050591
P08684,GO:0050649
P08684,GO:0062181
P08684,GO:0062187
P08684,GO:0062188
P08684,GO:0062189
P08684,GO:0070576
P08684,GO:0070989
P08684,GO:0101020
P08684,GO:0101021
P08684,GO:0102320
P11245,GO:0004060
P11245,GO:0005829
P11245,GO:0006805
P11245,GO:0019707
P11245,GO:0046990
P14416,GO:0000139
P14416,GO:0001591
P14416,GO:0001659
P14416,GO:0001666
P14416,GO:0001669
P14416,GO:0001965
P14416,GO:0001975
P14416,GO:0001976
P14416,GO:0002027
P14416,GO:0002028
P14416,GO:0002031
P14416,GO:0002052
P14416,GO:0002092
P14416,GO:0004930
P14416,GO:0005886
P14416,GO:0005929
P14416,GO:0006874
P14416,GO:0006914
P14416,GO:0007195
P14416,GO:0007200
P14416,GO:0007270
P14416,GO:0007409
P14416,GO:0007416
P14416,GO:0007608
P14416,GO:0007616
P14416,GO:0007626
P14416,GO:0007628
P14416,GO:0008104
P14416,GO:0008285
P14416,GO:0008306
P14416,GO:0008542
P14416,GO:0009410
P14416,GO:0009416
P14416,GO:0009636
P14416,GO:0010039
P14416,GO:0014059
P14416,GO:0014854
P14416,GO:0015459
P14416,GO:0016055
P14416,GO:0016328
P14416,GO:0021756
P14416,GO:0021769
P14416,GO:0021853
P14416,GO:0021984
P14416,GO:0030139
P14416,GO:0030336
P14416,GO:0030424
P14416,GO:0030425
P14416,GO:0030432
P14416,GO:0030672
P14416,GO:0031223
P14416,GO:0032228
P14416,GO:0032355
P14416,GO:0032467
P14416,GO:0032795
P14416,GO:0032922
P14416,GO:0033602
P14416,GO:0034776
P14416,GO:0035094
P14416,GO:0035240
P14416,GO:0035255
P14416,GO:0035305
P14416,GO:0035556
P14416,GO:0036126
P14416,GO:0042220
P14416,GO:0042321
P14416,GO:0042417
P14416,GO:0042734
P14416,GO:0042756
P14416,GO:0042802
P14416,GO:0043197
P14416,GO:0043204
P14416,GO:0043266
P14416,GO:0043278
P14416,GO:0043679
P14416,GO:0045202
P14416,GO:0045211
P14416,GO:0045745
P14416,GO:0045776
P14416,GO:0045824
P14416,GO:0045944
P14416,GO:0046676
P14416,GO:0046717
P14416,GO:0048148
P14416,GO:0048149
P14416,GO:0048169
P14416,GO:0048678
P14416,GO:0048755
P14416,GO:0050482
P14416,GO:0050709
P14416,GO:0051209
P14416,GO:0051481
P14416,GO:0051584
P14416,GO:0051586
P14416,GO:0051823
P14416,GO:0051898
P14416,GO:0051967
P14416,GO:0060079
P14416,GO:0060124
P14416,GO:0060134
P14416,GO:0060158
P14416,GO:0060160
P14416,GO:0060170
P14416,GO:0070374
P14416,GO:0071300
P14416,GO:0071361
P14416,GO:0090325
P14416,GO:0097648
P14416,GO:0097730
P14416,GO:0098691
P14416,GO:0098978
P14416,GO:0098982
P14416,GO:0099170
P14416,GO:0099171
P14416,GO:0160213
P14416,GO:1900038
P14416,GO:1900168
P14416,GO:1900273
P14416,GO:1990384
P14780,GO:0001934
P14780,GO:0004175
P14780,GO:0004222
P14780,GO:0004252
P14780,GO:0005518
P14780,GO:0005576
P14780,GO:0005615
P14780,GO:0006508
P14780,GO:0008233
P14780,GO:0008237
P14780,GO:0008270
P14780,GO:0016477
P14780,GO:0022617
P14780,GO:0030198
P14780,GO:0030225
P14780,GO:0030574
P14780,GO:0031012
P14780,GO:0035987
P14780,GO:0042802
P14780,GO:0043066
P14780,GO:0043388
P14780,GO:0045742
P14780,GO:0048013
P14780,GO:0051549
P14780,GO:0070062
P14780,GO:0071222
P14780,GO:0071492
P14780,GO:0090200
P14780,GO:0150077
P14780,GO:1904063
P14780,GO:1904645
P14780,GO:1904707
P14780,GO:1904724
P14780,GO:1904813
P14780,GO:2000697
P14780,GO:2001243
P15538,GO:0004507
P15538,GO:0005506
P15538,GO:0005739
P15538,GO:0005743
P15538,GO:0006700
P15538,GO:0006704
P15538,GO:0006955
P15538,GO:0008203
P15538,GO:0008217
P15538,GO:0016125
P15538,GO:0020037
P15538,GO:0032342
P15538,GO:0032870
P15538,GO:0034650
P15538,GO:0034651
P15538,GO:0035865
P15538,GO:0042593
P15538,GO:0047783
P15538,GO:0071375
P16662,GO:0005789
P16662,GO:0006629
P16662,GO:0006805
P16662,GO:0008209
P16662,GO:0008210
P16662,GO:0015020
P16662,GO:0016020
P21695,GO:0005829
P21695,GO:0005975
P21695,GO:0006072
P21695,GO:0042803
P21695,GO:0046168
P21695,GO:0047952
P21695,GO:0051287
P21695,GO:0070062
P21695,GO:0141152
P0DP23,GO:0000922
P0DP23,GO:0002027
P0DP23,GO:0005246
P0DP23,GO:0005509
P0DP23,GO:0005513
P0DP23,GO:0005576
P0DP23,GO:0005634
P0DP23,GO:0005654
P0DP23,GO:0005737
P0DP23,GO:0005813
P0DP23,GO:0005829
P0DP23,GO:0005876
P0DP23,GO:0005886
P0DP23,GO:0007186
P0DP23,GO:0008076
P0DP23,GO:0010856
P0DP23,GO:0010880
P0DP23,GO:0010881
P0DP23,GO:0016240
P0DP23,GO:0019855
P0DP23,GO:0019901
P0DP23,GO:0021762
P0DP23,GO:0030017
P0DP23,GO:0031432
P0DP23,GO:0031982
P0DP23,GO:0032465
P0DP23,GO:0032991
P0DP23,GO:0034704
P0DP23,GO:0035458
P0DP23,GO:0043209
P0DP23,GO:0043539
P0DP23,GO:0044305
P0DP23,GO:0044325
P0DP23,GO:0046427
P0DP23,GO:0048306
P0DP23,GO:0051592
P0DP23,GO:0055117
P0DP23,GO:0060291
P0DP23,GO:0060314
P0DP23,GO:0060315
P0DP23,GO:0071346
P0DP23,GO:0072542
P0DP23,GO:0097225
P0DP23,GO:0097720
P0DP23,GO:0098901
P0DP23,GO:0099523
P0DP23,GO:0140056
P0DP23,GO:0140238
P0DP23,GO:1901842
P0DP23,GO:1901844
P0DP23,GO:1902494
P0DP23,GO:1905913
P0DP23,GO:1990456
P11021,GO:0005509
P11021,GO:0005524
P11021,GO:0005634
P11021,GO:0005737
P11021,GO:0005739
P11021,GO:0005783
P11021,GO:0005788
P11021,GO:0005789
P11021,GO:0005793
P11021,GO:0005829
P11021,GO:0005886
P11021,GO:0005925
P11021,GO:0009986
P11021,GO:0016020
P11021,GO:0016887
P11021,GO:0019899
P11021,GO:0019904
P11021,GO:0021589
P11021,GO:0021680
P11021,GO:0021762
P11021,GO:0030291
P11021,GO:0030335
P11021,GO:0030496
P11021,GO:0030968
P11021,GO:0031072
P11021,GO:0031204
P11021,GO:0031333
P11021,GO:0031398
P11021,GO:0031625
P11021,GO:0032991
P11021,GO:0034663
P11021,GO:0034975
P11021,GO:0034976
P11021,GO:0035437
P11021,GO:0036498
P11021,GO:0036503
P11021,GO:0042026
P11021,GO:0042149
P11021,GO:0042470
P11021,GO:0043022
P11021,GO:0043066
P11021,GO:0043231
P11021,GO:0044183
P11021,GO:0045296
P11021,GO:0045944
P11021,GO:0051082
P11021,GO:0051087
P11021,GO:0051787
P11021,GO:0060904
P11021,GO:0070062
P11021,GO:0140311
P11021,GO:1903891
P11021,GO:1903894
P11021,GO:1903895
P11021,GO:1903897
P11021,GO:1903898
P11509,GO:0005506
P11509,GO:0005737
P11509,GO:0005789
P11509,GO:0005881
P11509,GO:0006805
P11509,GO:0008202
P11509,GO:0008389
P11509,GO:0008392
P11509,GO:0009804
P11509,GO:0016712
P11509,GO:0019373
P11509,GO:0019899
P11509,GO:0020037
P11509,GO:0042178
P11509,GO:0046226
P13945,GO:0002025
P13945,GO:0003925
P13945,GO:0004939
P13945,GO:0005886
P13945,GO:0005975
P13945,GO:0006091
P13945,GO:0006112
P13945,GO:0007187
P13945,GO:0007188
P13945,GO:0007193
P13945,GO:0015052
P13945,GO:0031699
P13945,GO:0042755
P13945,GO:0042803
P13945,GO:0043235
P13945,GO:0043410
P13945,GO:0045986
P13945,GO:0050996
P13945,GO:0051379
P13945,GO:0051380
P13945,GO:0055118
P13945,GO:0070374
P13945,GO:0071880
P13945,GO:0071881
P13945,GO:0120162
P15121,GO:0001523
P15121,GO:0001758
P15121,GO:0004032
P15121,GO:0005615
P15121,GO:0005654
P15121,GO:0005739
P15121,GO:0005829
P15121,GO:0005975
P15121,GO:0006060
P15121,GO:0006700
P15121,GO:0009055
P15121,GO:0036130
P15121,GO:0043795
P15121,GO:0044597
P15121,GO:0044598
P15121,GO:0046370
P15121,GO:0047655
P15121,GO:0047939
P15121,GO:0047956
P15121,GO:0052650
P15121,GO:0070062
P15121,GO:0071475
P16066,GO:0001653
P16066,GO:0004383
P16066,GO:0004672
P16066,GO:0005524
P16066,GO:0005525
P16066,GO:0005789
P16066,GO:0005886
P16066,GO:0006182
P16066,GO:0007166
P16066,GO:0007168
P16066,GO:0007589
P16066,GO:0008217
P16066,GO:0008528
P16066,GO:0016525
P16066,GO:0016941
P16066,GO:0017046
P16066,GO:0030308
P16066,GO:0031965
P16066,GO:0035556
P16066,GO:0035810
P16066,GO:0035815
P16066,GO:0042417
P16066,GO:0042562
P16066,GO:0043114
P16066,GO:0043235
P16066,GO:0048662
P16066,GO:0097746
P16860,GO:0003085
P16860,GO:0003161
P16860,GO:0005102
P16860,GO:0005179
P16860,GO:0005576
P16860,GO:0005615
P16860,GO:0005737
P16860,GO:0006182
P16860,GO:0006457
P16860,GO:0007166
P16860,GO:0007168
P16860,GO:0007218
P16860,GO:0007589
P16860,GO:0008217
P16860,GO:0008613
P16860,GO:0016525
P16860,GO:0030308
P16860,GO:0032991
P16860,GO:0035810
P16860,GO:0035815
P16860,GO:0042311
P16860,GO:0043114
P16860,GO:0051427
P16860,GO:0097746
