protein,go_term
P24385,GO:0005815
P24385,GO:0005829
P24385,GO:0005923
P24385,GO:0006351
P24385,GO:0006974
P24385,GO:0008284
P24385,GO:0009410
P24385,GO:0010039
P24385,GO:0010165
P24385,GO:0010971
P24385,GO:0016538
P24385,GO:0017053
P24385,GO:0019899
P24385,GO:0019901
P24385,GO:0031100
P24385,GO:0031571
P24385,GO:0031965
P24385,GO:0032026
P24385,GO:0032355
P24385,GO:0033197
P24385,GO:0033327
P24385,GO:0042826
P24385,GO:0043539
P24385,GO:0043627
P24385,GO:0044321
P24385,GO:0044877
P24385,GO:0045471
P24385,GO:0051301
P24385,GO:0051412
P24385,GO:0051592
P24385,GO:0061575
P24385,GO:0070064
P24385,GO:0070141
P24385,GO:0071456
P24385,GO:1900087
P25101,GO:0000278
P25101,GO:0001569
P25101,GO:0001974
P25101,GO:0001975
P25101,GO:0002027
P25101,GO:0003015
P25101,GO:0003094
P25101,GO:0003207
P25101,GO:0003220
P25101,GO:0003228
P25101,GO:0003253
P25101,GO:0003357
P25101,GO:0004435
P25101,GO:0004962
P25101,GO:0005886
P25101,GO:0006874
P25101,GO:0006939
P25101,GO:0007005
P25101,GO:0007165
P25101,GO:0007186
P25101,GO:0007190
P25101,GO:0007200
P25101,GO:0007204
P25101,GO:0007585
P25101,GO:0008217
P25101,GO:0008283
P25101,GO:0009611
P25101,GO:0010467
P25101,GO:0014034
P25101,GO:0014824
P25101,GO:0016322
P25101,GO:0030202
P25101,GO:0030878
P25101,GO:0034599
P25101,GO:0035050
P25101,GO:0035904
P25101,GO:0042310
P25101,GO:0042415
P25101,GO:0042474
P25101,GO:0044751
P25101,GO:0048066
P25101,GO:0048484
P25101,GO:0048485
P25101,GO:0048675
P25101,GO:0048706
P25101,GO:0050905
P25101,GO:0055078
P25101,GO:0060070
P25101,GO:0060324
P25101,GO:0060385
P25101,GO:0061028
P25101,GO:0061626
P25101,GO:0070294
P25101,GO:0070588
P25101,GO:0071372
P25101,GO:0071373
P25101,GO:0071526
P25101,GO:0071806
P25101,GO:0072011
P25101,GO:0072112
P25101,GO:0086100
P25101,GO:0097018
P25101,GO:0097084
P25101,GO:0097152
P25101,GO:0097237
P25101,GO:0097492
P25101,GO:0141156
P25101,GO:1903210
P25101,GO:1903537
P25101,GO:1904888
P25101,GO:1905144
P25101,GO:1905871
P25101,GO:2001259
P27487,GO:0001618
P27487,GO:0001666
P27487,GO:0002020
P27487,GO:0004177
P27487,GO:0004252
P27487,GO:0005102
P27487,GO:0005576
P27487,GO:0005765
P27487,GO:0005886
P27487,GO:0005925
P27487,GO:0006508
P27487,GO:0007155
P27487,GO:0008236
P27487,GO:0008239
P27487,GO:0008284
P27487,GO:0009986
P27487,GO:0010716
P27487,GO:0016020
P27487,GO:0016324
P27487,GO:0016486
P27487,GO:0019065
P27487,GO:0030027
P27487,GO:0030139
P27487,GO:0031258
P27487,GO:0031295
P27487,GO:0033632
P27487,GO:0042110
P27487,GO:0042802
P27487,GO:0042803
P27487,GO:0043542
P27487,GO:0045121
P27487,GO:0045499
P27487,GO:0046581
P27487,GO:0046718
P27487,GO:0046813
P27487,GO:0061025
P27487,GO:0070062
P27487,GO:0090024
P27487,GO:0120116
P33261,GO:0001676
P33261,GO:0004497
P33261,GO:0005506
P33261,GO:0005737
P33261,GO:0005789
P33261,GO:0006805
P33261,GO:0008202
P33261,GO:0008395
P33261,GO:0016098
P33261,GO:0016491
P33261,GO:0016712
P33261,GO:0018675
P33261,GO:0018676
P33261,GO:0019373
P33261,GO:0019825
P33261,GO:0019899
P33261,GO:0020037
P33261,GO:0042178
P33261,GO:0043231
P33261,GO:0052741
P33261,GO:0097267
P33261,GO:0120319
P35499,GO:0001518
P35499,GO:0005248
P35499,GO:0005886
P35499,GO:0006814
P35499,GO:0006936
P35499,GO:0035725
P35499,GO:0086002
P35499,GO:0100001
P40261,GO:0005829
P40261,GO:0006769
P40261,GO:0008112
P40261,GO:0019677
P40261,GO:0030760
P40261,GO:0032259
P40261,GO:0045722
P40261,GO:0090312
P40261,GO:1901847
P46663,GO:0002687
P46663,GO:0004947
P46663,GO:0005783
P46663,GO:0005886
P46663,GO:0006954
P46663,GO:0007186
P46663,GO:0007204
P46663,GO:0009612
P46663,GO:0016477
P46663,GO:0030308
P46663,GO:0032496
P46663,GO:0042277
P46663,GO:0045776
P46663,GO:0051281
P21918,GO:0001588
P21918,GO:0001963
P21918,GO:0004930
P21918,GO:0004952
P21918,GO:0005886
P21918,GO:0005929
P21918,GO:0006874
P21918,GO:0007189
P21918,GO:0007191
P21918,GO:0007212
P21918,GO:0007268
P21918,GO:0008217
P21918,GO:0031526
P21918,GO:0035240
P21918,GO:0043410
P21918,GO:0045202
P21918,GO:0045762
P21918,GO:0060158
P21918,GO:0060170
P21918,GO:0071870
P21918,GO:0071880
P21918,GO:0072593
P21918,GO:0097730
P21918,GO:0097731
P24530,GO:0000122
P24530,GO:0002001
P24530,GO:0002027
P24530,GO:0004962
P24530,GO:0005886
P24530,GO:0006182
P24530,GO:0007166
P24530,GO:0007194
P24530,GO:0007200
P24530,GO:0007204
P24530,GO:0007399
P24530,GO:0008284
P24530,GO:0010467
P24530,GO:0014043
P24530,GO:0014826
P24530,GO:0017046
P24530,GO:0019722
P24530,GO:0030202
P24530,GO:0030318
P24530,GO:0031620
P24530,GO:0031702
P24530,GO:0031965
P24530,GO:0032341
P24530,GO:0035645
P24530,GO:0035810
P24530,GO:0035812
P24530,GO:0042045
P24530,GO:0042310
P24530,GO:0042311
P24530,GO:0043066
P24530,GO:0048066
P24530,GO:0048246
P24530,GO:0048265
P24530,GO:0048484
P24530,GO:0050678
P24530,GO:0051248
P24530,GO:0060070
P24530,GO:0060406
P24530,GO:0061028
P24530,GO:0070294
P24530,GO:0070588
P24530,GO:0071222
P24530,GO:0071806
P24530,GO:0072112
P24530,GO:0086100
P24530,GO:0097018
P24530,GO:0160093
P24530,GO:1904383
P24530,GO:1990839
P31639,GO:0000017
P31639,GO:0005362
P31639,GO:0005412
P31639,GO:0005886
P31639,GO:0005975
P31639,GO:0008645
P31639,GO:0015151
P31639,GO:0016020
P31639,GO:0016324
P31639,GO:0035623
P31639,GO:0046872
P31639,GO:0055056
P31639,GO:0070062
P31639,GO:0098708
P31639,GO:0098719
P35367,GO:0004969
P35367,GO:0005886
P35367,GO:0006954
P35367,GO:0007186
P35367,GO:0007187
P35367,GO:0007200
P35367,GO:0007268
P35367,GO:0030425
P35367,GO:0043114
P35367,GO:0045202
P35367,GO:0045907
P35367,GO:0071420
P35610,GO:0000062
P35610,GO:0004772
P35610,GO:0005783
P35610,GO:0005789
P35610,GO:0008203
P35610,GO:0010742
P35610,GO:0010878
P35610,GO:0015485
P35610,GO:0016020
P35610,GO:0033344
P35610,GO:0034379
P35610,GO:0034383
P35610,GO:0034736
P35610,GO:0042632
P35610,GO:0042802
P35610,GO:0042986
P35869,GO:0000785
P35869,GO:0000976
P35869,GO:0000981
P35869,GO:0000987
P35869,GO:0001094
P35869,GO:0001223
P35869,GO:0001568
P35869,GO:0002819
P35869,GO:0002841
P35869,GO:0003677
P35869,GO:0003700
P35869,GO:0004879
P35869,GO:0005634
P35869,GO:0005654
P35869,GO:0005667
P35869,GO:0005737
P35869,GO:0005829
P35869,GO:0006351
P35869,GO:0006355
P35869,GO:0006357
P35869,GO:0006805
P35869,GO:0006915
P35869,GO:0009410
P35869,GO:0009636
P35869,GO:0010468
P35869,GO:0017025
P35869,GO:0030888
P35869,GO:0032922
P35869,GO:0032991
P35869,GO:0034751
P35869,GO:0034752
P35869,GO:0034753
P35869,GO:0042803
P35869,GO:0045892
P35869,GO:0045893
P35869,GO:0045944
P35869,GO:0046982
P35869,GO:0050728
P35869,GO:0051879
P35869,GO:0061629
P35869,GO:0070888
P35869,GO:0071219
P35869,GO:0071320
P35869,GO:1904322
P35869,GO:1904613
P35869,GO:1990837
P37231,GO:0000122
P37231,GO:0000785
P37231,GO:0000976
P37231,GO:0000978
P37231,GO:0000981
P37231,GO:0001221
P37231,GO:0001227
P37231,GO:0001228
P37231,GO:0001890
P37231,GO:0003676
P37231,GO:0003677
P37231,GO:0003682
P37231,GO:0003690
P37231,GO:0003700
P37231,GO:0004879
P37231,GO:0004955
P37231,GO:0005634
P37231,GO:0005654
P37231,GO:0005829
P37231,GO:0006357
P37231,GO:0006631
P37231,GO:0007584
P37231,GO:0008217
P37231,GO:0008270
P37231,GO:0009755
P37231,GO:0010628
P37231,GO:0010629
P37231,GO:0010745
P37231,GO:0010875
P37231,GO:0010887
P37231,GO:0010888
P37231,GO:0015909
P37231,GO:0016525
P37231,GO:0019899
P37231,GO:0030154
P37231,GO:0030224
P37231,GO:0030509
P37231,GO:0030512
P37231,GO:0030514
P37231,GO:0030522
P37231,GO:0030855
P37231,GO:0032376
P37231,GO:0032869
P37231,GO:0033993
P37231,GO:0035357
P37231,GO:0042277
P37231,GO:0042593
P37231,GO:0042752
P37231,GO:0042789
P37231,GO:0042802
P37231,GO:0043235
P37231,GO:0043409
P37231,GO:0043537
P37231,GO:0043565
P37231,GO:0045087
P37231,GO:0045165
P37231,GO:0045444
P37231,GO:0045600
P37231,GO:0045668
P37231,GO:0045834
P37231,GO:0045892
P37231,GO:0045893
P37231,GO:0045923
P37231,GO:0045944
P37231,GO:0046965
P37231,GO:0048384
P37231,GO:0048469
P37231,GO:0048511
P37231,GO:0048662
P37231,GO:0050544
P37231,GO:0050692
P37231,GO:0050693
P37231,GO:0050699
P37231,GO:0050728
P37231,GO:0050872
P37231,GO:0050873
P37231,GO:0051393
P37231,GO:0055088
P37231,GO:0060336
P37231,GO:0060392
P37231,GO:0070165
P37231,GO:0070412
P37231,GO:0070888
P37231,GO:0071404
P37231,GO:0071456
P37231,GO:0090258
P37231,GO:0090575
P37231,GO:0097677
P37231,GO:0140077
P37231,GO:0140297
P37231,GO:0160274
P37231,GO:1900076
P37231,GO:1901202
P37231,GO:1902894
P37231,GO:1902895
P37231,GO:1903243
P37231,GO:1903845
P37231,GO:1904179
P37231,GO:1904597
P37231,GO:1904706
P37231,GO:1904893
P37231,GO:1905461
P37231,GO:1905563
P37231,GO:2001235
P41595,GO:0001587
P41595,GO:0001755
P41595,GO:0001819
P41595,GO:0001938
P41595,GO:0001965
P41595,GO:0003007
P41595,GO:0003300
P41595,GO:0004993
P41595,GO:0005096
P41595,GO:0005654
P41595,GO:0005737
P41595,GO:0005886
P41595,GO:0006874
P41595,GO:0007186
P41595,GO:0007187
P41595,GO:0007208
P41595,GO:0007210
P41595,GO:0007268
P41595,GO:0008284
P41595,GO:0009410
P41595,GO:0010513
P41595,GO:0014033
P41595,GO:0014827
P41595,GO:0019722
P41595,GO:0030425
P41595,GO:0030594
P41595,GO:0042310
P41595,GO:0043066
P41595,GO:0043123
P41595,GO:0045202
P41595,GO:0048598
P41595,GO:0050795
P41595,GO:0051209
P41595,GO:0051378
P41595,GO:0051781
P41595,GO:0070371
P41595,GO:0070374
P41595,GO:0098664
P41595,GO:0098666
P41595,GO:0099589
P42330,GO:0001523
P42330,GO:0001758
P42330,GO:0004032
P42330,GO:0004303
P42330,GO:0004745
P42330,GO:0005634
P42330,GO:0005737
P42330,GO:0005829
P42330,GO:0006693
P42330,GO:0007186
P42330,GO:0007584
P42330,GO:0008106
P42330,GO:0008202
P42330,GO:0008284
P42330,GO:0008584
P42330,GO:0009267
P42330,GO:0016488
P42330,GO:0016655
P42330,GO:0030216
P42330,GO:0032052
P42330,GO:0036130
P42330,GO:0036131
P42330,GO:0042448
P42330,GO:0042574
P42330,GO:0043170
P42330,GO:0044597
P42330,GO:0044598
P42330,GO:0045550
P42330,GO:0045703
P42330,GO:0046457
P42330,GO:0047017
P42330,GO:0047020
P42330,GO:0047023
P42330,GO:0047024
P42330,GO:0047035
P42330,GO:0047044
P42330,GO:0047045
P42330,GO:0047086
P42330,GO:0047787
P42330,GO:0048385
P42330,GO:0051897
P42330,GO:0052650
P42330,GO:0061370
P42330,GO:0070062
P42330,GO:0070293
P42330,GO:0071277
P42330,GO:0071379
P42330,GO:0071384
P42330,GO:0071395
P42330,GO:0071799
P42330,GO:0140169
P42330,GO:1900053
P42330,GO:2000224
P42330,GO:2000353
P42330,GO:2000379
P42574,GO:0001554
P42574,GO:0001666
P42574,GO:0001818
P42574,GO:0002020
P42574,GO:0004190
P42574,GO:0004197
P42574,GO:0004861
P42574,GO:0005123
P42574,GO:0005634
P42574,GO:0005654
P42574,GO:0005737
P42574,GO:0005829
P42574,GO:0006508
P42574,GO:0006915
P42574,GO:0007413
P42574,GO:0007611
P42574,GO:0008047
P42574,GO:0008233
P42574,GO:0008627
P42574,GO:0009410
P42574,GO:0009749
P42574,GO:0010165
P42574,GO:0014069
P42574,GO:0016005
P42574,GO:0016241
P42574,GO:0016485
P42574,GO:0021766
P42574,GO:0030163
P42574,GO:0030182
P42574,GO:0030216
P42574,GO:0030218
P42574,GO:0030220
P42574,GO:0031264
P42574,GO:0031647
P42574,GO:0032025
P42574,GO:0032355
P42574,GO:0032496
P42574,GO:0034349
P42574,GO:0034612
P42574,GO:0035094
P42574,GO:0036269
P42574,GO:0042542
P42574,GO:0043025
P42574,GO:0043200
P42574,GO:0043525
P42574,GO:0044877
P42574,GO:0045471
P42574,GO:0048011
P42574,GO:0051146
P42574,GO:0051384
P42574,GO:0051604
P42574,GO:0070269
P42574,GO:0071887
P42574,GO:0072347
P42574,GO:0072734
P42574,GO:0097190
P42574,GO:0097193
P42574,GO:0097194
P42574,GO:0098693
P42574,GO:0098883
P42574,GO:0098978
P42574,GO:0140639
P42574,GO:1902004
P42574,GO:1990418
P43220,GO:0004888
P43220,GO:0004967
P43220,GO:0005886
P43220,GO:0007166
P43220,GO:0007189
P43220,GO:0007190
P43220,GO:0007204
P43220,GO:0007611
P43220,GO:0008016
P43220,GO:0016020
P43220,GO:0017046
P43220,GO:0044508
P43220,GO:0045777
P43220,GO:1990911
P47989,GO:0000255
P47989,GO:0004854
P47989,GO:0004855
P47989,GO:0005506
P47989,GO:0005615
P47989,GO:0005777
P47989,GO:0005829
P47989,GO:0006147
P47989,GO:0006148
P47989,GO:0006149
P47989,GO:0006154
P47989,GO:0006157
P47989,GO:0006161
P47989,GO:0006196
P47989,GO:0006204
P47989,GO:0009114
P47989,GO:0009115
P47989,GO:0016529
P47989,GO:0042803
P47989,GO:0043546
P47989,GO:0046038
P47989,GO:0046055
P47989,GO:0046059
P47989,GO:0050660
P47989,GO:0051537
P47989,GO:0070674
P47989,GO:0070675
P47989,GO:0071949
P21964,GO:0000287
P21964,GO:0005783
P21964,GO:0005829
P21964,GO:0005886
P21964,GO:0006629
P21964,GO:0008168
P21964,GO:0008171
P21964,GO:0016020
P21964,GO:0016206
P21964,GO:0030424
P21964,GO:0030425
P21964,GO:0032259
P21964,GO:0032502
P21964,GO:0042417
P21964,GO:0042420
P21964,GO:0042424
P21964,GO:0070062
P22309,GO:0001889
P22309,GO:0001972
P22309,GO:0004857
P22309,GO:0005496
P22309,GO:0005783
P22309,GO:0005788
P22309,GO:0005789
P22309,GO:0005886
P22309,GO:0006789
P22309,GO:0006805
P22309,GO:0008194
P22309,GO:0008202
P22309,GO:0008210
P22309,GO:0009812
P22309,GO:0015020
P22309,GO:0016125
P22309,GO:0019585
P22309,GO:0019899
P22309,GO:0034663
P22309,GO:0042167
P22309,GO:0042573
P22309,GO:0042803
P22309,GO:0045922
P22309,GO:0045939
P22309,GO:0046982
P22309,GO:0048471
P22309,GO:0051552
P22309,GO:0071385
P25105,GO:0001530
P25105,GO:0001875
P25105,GO:0004930
P25105,GO:0004992
P25105,GO:0005543
P25105,GO:0005886
P25105,GO:0006935
P25105,GO:0006954
P25105,GO:0006955
P25105,GO:0007186
P25105,GO:0007200
P25105,GO:0016020
P25105,GO:0030667
P25105,GO:0045028
P25105,GO:0070821
P25116,GO:0001965
P25116,GO:0002248
P25116,GO:0003105
P25116,GO:0004930
P25116,GO:0005102
P25116,GO:0005576
P25116,GO:0005769
P25116,GO:0005770
P25116,GO:0005794
P25116,GO:0005886
P25116,GO:0005901
P25116,GO:0006954
P25116,GO:0007186
P25116,GO:0007200
P25116,GO:0007204
P25116,GO:0007529
P25116,GO:0008284
P25116,GO:0008285
P25116,GO:0009611
P25116,GO:0009653
P25116,GO:0009986
P25116,GO:0015057
P25116,GO:0030168
P25116,GO:0030193
P25116,GO:0030194
P25116,GO:0030335
P25116,GO:0031094
P25116,GO:0031594
P25116,GO:0031681
P25116,GO:0032496
P25116,GO:0032651
P25116,GO:0032755
P25116,GO:0032757
P25116,GO:0032967
P25116,GO:0035025
P25116,GO:0043065
P25116,GO:0043123
P25116,GO:0043410
P25116,GO:0043524
P25116,GO:0045211
P25116,GO:0045217
P25116,GO:0045893
P25116,GO:0045907
P25116,GO:0045987
P25116,GO:0046427
P25116,GO:0048167
P25116,GO:0048873
P25116,GO:0051209
P25116,GO:0051281
P25116,GO:0051897
P25116,GO:0051928
P25116,GO:0060155
P25116,GO:0070374
P25116,GO:0070493
P25116,GO:0099553
P25116,GO:1900134
P28221,GO:0001586
P28221,GO:0004993
P28221,GO:0005886
P28221,GO:0007187
P28221,GO:0007193
P28221,GO:0007198
P28221,GO:0007268
P28221,GO:0014827
P28221,GO:0030425
P28221,GO:0030594
P28221,GO:0040012
P28221,GO:0042310
P28221,GO:0045202
P28221,GO:0050795
P28221,GO:0099589
P28222,GO:0001586
P28222,GO:0004993
P28222,GO:0005737
P28222,GO:0005886
P28222,GO:0007187
P28222,GO:0007193
P28222,GO:0007198
P28222,GO:0007208
P28222,GO:0007268
P28222,GO:0014063
P28222,GO:0030425
P28222,GO:0030594
P28222,GO:0042310
P28222,GO:0042734
P28222,GO:0046849
P28222,GO:0050795
P28222,GO:0051378
P28222,GO:0071312
P28222,GO:0071466
P28222,GO:0098666
P28222,GO:0099154
P28222,GO:0099589
P28222,GO:1904707
P28223,GO:0001587
P28223,GO:0001618
P28223,GO:0001659
P28223,GO:0002720
P28223,GO:0004993
P28223,GO:0005883
P28223,GO:0005886
P28223,GO:0005901
P28223,GO:0006874
P28223,GO:0007187
P28223,GO:0007204
P28223,GO:0007208
P28223,GO:0007210
P28223,GO:0007268
P28223,GO:0007613
P28223,GO:0008284
P28223,GO:0009410
P28223,GO:0010513
P28223,GO:0014059
P28223,GO:0014824
P28223,GO:0014832
P28223,GO:0030296
P28223,GO:0030424
P28223,GO:0030425
P28223,GO:0030594
P28223,GO:0031410
P28223,GO:0031652
P28223,GO:0042734
P28223,GO:0042802
P28223,GO:0043025
P28223,GO:0043198
P28223,GO:0043267
P28223,GO:0043525
P28223,GO:0044877
P28223,GO:0045211
P28223,GO:0045907
P28223,GO:0046960
P28223,GO:0048148
P28223,GO:0050729
P28223,GO:0050965
P28223,GO:0050966
P28223,GO:0051209
P28223,GO:0051378
P28223,GO:0051967
P28223,GO:0070374
P28223,GO:0070852
P28223,GO:0071886
P28223,GO:0098664
P28223,GO:0098666
P28223,GO:0098978
P28223,GO:0099171
P28223,GO:0099589
P28223,GO:1900119
P28223,GO:1901731
P28223,GO:2000573
P30556,GO:0001558
P30556,GO:0001596
P30556,GO:0001822
P30556,GO:0002018
P30556,GO:0002034
P30556,GO:0003081
P30556,GO:0004945
P30556,GO:0005886
P30556,GO:0006954
P30556,GO:0007186
P30556,GO:0007200
P30556,GO:0007204
P30556,GO:0007266
P30556,GO:0008217
P30556,GO:0010744
P30556,GO:0016020
P30556,GO:0019229
P30556,GO:0019722
P30556,GO:0031711
P30556,GO:0034374
P30556,GO:0035813
P30556,GO:0038166
P30556,GO:0042127
P30556,GO:0046718
P30556,GO:0046982
P30556,GO:0050727
P30556,GO:0050729
P30556,GO:0060326
P30556,GO:0086097
P30556,GO:0090205
P30556,GO:0097746
P30556,GO:1903589
P30556,GO:2000379
P35368,GO:0004937
P35368,GO:0005634
P35368,GO:0005737
P35368,GO:0005886
P35368,GO:0005901
P35368,GO:0007186
P35368,GO:0007188
P35368,GO:0007200
P35368,GO:0007204
P35368,GO:0007267
P35368,GO:0010613
P35368,GO:0019229
P35368,GO:0031965
P35368,GO:0035556
P35368,GO:0043410
P35368,GO:0046982
P35368,GO:0055117
P35368,GO:0071880
P35368,GO:0150099
P27338,GO:0005739
P27338,GO:0005740
P27338,GO:0005741
P27338,GO:0008131
P27338,GO:0009055
P27338,GO:0019607
P27338,GO:0021762
P27338,GO:0042420
P27338,GO:0042428
P27338,GO:0050665
P27338,GO:0097621
P33260,GO:0004497
P33260,GO:0005506
P33260,GO:0005737
P33260,GO:0005789
P33260,GO:0006805
P33260,GO:0008392
P33260,GO:0008401
P33260,GO:0016712
P33260,GO:0019373
P33260,GO:0019825
P33260,GO:0020037
P33260,GO:0042178
P33260,GO:0042572
P33260,GO:0042573
P33260,GO:0071614
P24462,GO:0002933
P24462,GO:0004497
P24462,GO:0005506
P24462,GO:0005789
P24462,GO:0006694
P24462,GO:0006805
P24462,GO:0008202
P24462,GO:0008210
P24462,GO:0008395
P24462,GO:0008401
P24462,GO:0019825
P24462,GO:0020037
P24462,GO:0042572
P24462,GO:0042573
P24462,GO:0050649
P24462,GO:0062183
P24462,GO:0070989
P24462,GO:0101020
P24462,GO:0101021
P34969,GO:0004993
P34969,GO:0005886
P34969,GO:0005929
P34969,GO:0006939
P34969,GO:0007187
P34969,GO:0007192
P34969,GO:0007268
P34969,GO:0007623
P34969,GO:0008015
P34969,GO:0030425
P34969,GO:0030594
P34969,GO:0032588
P34969,GO:0042310
P34969,GO:0045202
P35348,GO:0001994
P35348,GO:0004937
P35348,GO:0005634
P35348,GO:0005737
P35348,GO:0005829
P35348,GO:0005886
P35348,GO:0005901
P35348,GO:0006915
P35348,GO:0006939
P35348,GO:0007165
P35348,GO:0007186
P35348,GO:0007200
P35348,GO:0007204
P35348,GO:0007267
P35348,GO:0008285
P35348,GO:0009410
P35348,GO:0009725
P35348,GO:0010613
P35348,GO:0031965
P35348,GO:0032230
P35348,GO:0035556
P35348,GO:0043410
P35348,GO:0045760
P35348,GO:0045907
P35348,GO:0045987
P35348,GO:0046982
P35348,GO:0060452
P35348,GO:0070374
P35348,GO:0071880
P35348,GO:0071882
P35348,GO:0097195
P35348,GO:0150099
P48048,GO:0005242
P48048,GO:0005267
P48048,GO:0005524
P48048,GO:0005546
P48048,GO:0005886
P48048,GO:0006811
P48048,GO:0009986
P48048,GO:0010467
P48048,GO:0034702
P48048,GO:0034765
P48048,GO:1990573
P23219,GO:0001516
P23219,GO:0001750
P23219,GO:0004601
P23219,GO:0004666
P23219,GO:0005737
P23219,GO:0005788
P23219,GO:0005789
P23219,GO:0006979
P23219,GO:0008217
P23219,GO:0016702
P23219,GO:0019371
P23219,GO:0020037
P23219,GO:0043005
P23219,GO:0046872
P23219,GO:0070062
P21802,GO:0000122
P21802,GO:0001525
P21802,GO:0001657
P21802,GO:0001701
P21802,GO:0001837
P21802,GO:0002053
P21802,GO:0003148
P21802,GO:0003149
P21802,GO:0003416
P21802,GO:0004713
P21802,GO:0005007
P21802,GO:0005524
P21802,GO:0005576
P21802,GO:0005634
P21802,GO:0005737
P21802,GO:0005794
P21802,GO:0005886
P21802,GO:0005938
P21802,GO:0006915
P21802,GO:0007267
P21802,GO:0007409
P21802,GO:0008201
P21802,GO:0008284
P21802,GO:0008543
P21802,GO:0008589
P21802,GO:0009791
P21802,GO:0009880
P21802,GO:0009887
P21802,GO:0009986
P21802,GO:0010518
P21802,GO:0010839
P21802,GO:0016020
P21802,GO:0016331
P21802,GO:0017134
P21802,GO:0018108
P21802,GO:0021769
P21802,GO:0021847
P21802,GO:0021860
P21802,GO:0022612
P21802,GO:0030177
P21802,GO:0030282
P21802,GO:0030324
P21802,GO:0030855
P21802,GO:0030901
P21802,GO:0030916
P21802,GO:0031069
P21802,GO:0031410
P21802,GO:0032496
P21802,GO:0032808
P21802,GO:0033688
P21802,GO:0035265
P21802,GO:0035602
P21802,GO:0035603
P21802,GO:0035604
P21802,GO:0035607
P21802,GO:0042472
P21802,GO:0042476
P21802,GO:0042802
P21802,GO:0042803
P21802,GO:0043235
P21802,GO:0043410
P21802,GO:0045165
P21802,GO:0045471
P21802,GO:0045667
P21802,GO:0045787
P21802,GO:0045944
P21802,GO:0046777
P21802,GO:0048286
P21802,GO:0048333
P21802,GO:0048557
P21802,GO:0048562
P21802,GO:0048565
P21802,GO:0048568
P21802,GO:0048608
P21802,GO:0048701
P21802,GO:0048705
P21802,GO:0048730
P21802,GO:0048755
P21802,GO:0048762
P21802,GO:0050679
P21802,GO:0051150
P21802,GO:0051781
P21802,GO:0055010
P21802,GO:0060045
P21802,GO:0060076
P21802,GO:0060174
P21802,GO:0060348
P21802,GO:0060349
P21802,GO:0060442
P21802,GO:0060445
P21802,GO:0060449
P21802,GO:0060463
P21802,GO:0060484
P21802,GO:0060501
P21802,GO:0060512
P21802,GO:0060523
P21802,GO:0060527
P21802,GO:0060529
P21802,GO:0060601
P21802,GO:0060615
P21802,GO:0060664
P21802,GO:0060667
P21802,GO:0060670
P21802,GO:0060688
P21802,GO:0060915
P21802,GO:0060916
P21802,GO:0070372
P21802,GO:0070374
P21802,GO:0071300
P21802,GO:0071456
P21802,GO:0071560
P21802,GO:0090263
P21802,GO:1904707
P27815,GO:0004115
P27815,GO:0005829
P27815,GO:0005886
P27815,GO:0006198
P27815,GO:0007165
P27815,GO:0007186
P27815,GO:0016020
P27815,GO:0019898
P27815,GO:0030552
P27815,GO:0032587
P27815,GO:0046872
P27815,GO:0047555
P27815,GO:0048471
P27815,GO:0141162
P49019,GO:0004930
P49019,GO:0005886
P49019,GO:0007186
P49019,GO:0007193
P49019,GO:0050995
P49019,GO:0070553
P50416,GO:0001666
P50416,GO:0001676
P50416,GO:0004095
P50416,GO:0005739
P50416,GO:0005741
P50416,GO:0006006
P50416,GO:0006631
P50416,GO:0006635
P50416,GO:0006641
P50416,GO:0006853
P50416,GO:0007584
P50416,GO:0009410
P50416,GO:0009437
P50416,GO:0016020
P50416,GO:0030674
P50416,GO:0030855
P50416,GO:0032000
P50416,GO:0042755
P50416,GO:0042802
P50416,GO:0043279
P50416,GO:0045089
P50416,GO:0045471
P50416,GO:0050796
P50416,GO:0071398
P50416,GO:0097421
P50416,GO:1904772
P54855,GO:0005789
P54855,GO:0006805
P54855,GO:0008202
P54855,GO:0008210
P54855,GO:0015020
P78508,GO:0005242
P78508,GO:0005524
P78508,GO:0005886
P78508,GO:0006813
P78508,GO:0015272
P78508,GO:0016323
P78508,GO:0034702
P78508,GO:0035865
P78508,GO:0044297
P78508,GO:0071805
P78508,GO:0097449
P78508,GO:0097546
P78508,GO:1905515
P78508,GO:1990573
P98066,GO:0001550
P98066,GO:0001968
P98066,GO:0005509
P98066,GO:0005540
P98066,GO:0005576
P98066,GO:0005615
P98066,GO:0006954
P98066,GO:0007155
P98066,GO:0007165
P98066,GO:0007267
P98066,GO:0030212
P98066,GO:0030335
P98066,GO:0030514
P98066,GO:0045668
P98066,GO:0045671
P98066,GO:0050728
P98066,GO:0090024
P98066,GO:0106435
P98066,GO:1903911
P98066,GO:1904724
P98066,GO:1904813
P98066,GO:1905590
Q02108,GO:0004383
Q02108,GO:0005525
Q02108,GO:0005654
Q02108,GO:0005829
Q02108,GO:0006182
Q02108,GO:0007263
Q02108,GO:0008015
Q02108,GO:0008074
Q02108,GO:0020037
Q02108,GO:0038023
Q02108,GO:0038060
Q02108,GO:0070482
Q02108,GO:0098925
Q02108,GO:0098978
Q02108,GO:0098982
Q13698,GO:0005245
Q13698,GO:0005516
Q13698,GO:0005737
Q13698,GO:0005886
Q13698,GO:0005891
Q13698,GO:0006816
Q13698,GO:0006936
Q13698,GO:0008331
Q13698,GO:0016529
